"Date","Event"
"4/27/3496","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3496","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3496","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/3496","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/3496","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3497","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/26/3497","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3497","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3497","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3497","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3497","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3497","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3498","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"4/25/3498","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3498","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3498","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3498","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3498","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3498","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3499","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/3499","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3499","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3499","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3499","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3499","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3499","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3500","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/3500","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3500","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3500","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/30/3500","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3500","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"5/10/3500","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"1/19/3501","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/22/3501","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/22/3501","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3501","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/29/3501","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3501","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3501","North America - United States - State holiday - Confederate Memorial Day - Friday"
"1/19/3502","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/26/3502","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"4/28/3502","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3502","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/28/3502","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/9/3502","North America - United States - State holiday - Confederate Memorial Day - Friday"
"5/10/3502","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"5/10/3502","North America - United States - State holiday - Confederate Memorial Day - Saturday"
"1/19/3503","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3503","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"4/27/3503","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3503","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/27/3503","North America - United States - State holiday - Confederate Memorial Day - Monday"
"5/10/3503","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/10/3503","North America - United States - State holiday - Confederate Memorial Day - Sunday"
"5/11/3503","North America - United States - State holiday - Confederate Memorial Day - Monday"
"1/19/3504","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"4/25/3504","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3504","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/25/3504","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3504","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3504","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"5/10/3504","North America - United States - State holiday - Confederate Memorial Day - Tuesday"
"1/19/3505","North America - United States - State holiday - Confederate Memorial Day - Thursday"
"4/24/3505","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3505","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/24/3505","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/26/3505","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3505","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"5/10/3505","North America - United States - State holiday - Confederate Memorial Day - Wednesday"
"1/19/3506","North America - United States - State holiday - Confederate Memorial Day - Friday"
"4/23/3506","North America - United States - State holiday - Confederate Memorial Day - Monday"
"4/23/3506","North America - United States - State holiday - Confederate Memorial Day - Monday"
